STATION_SEQ|SITE_ID|STATION_ID|STATION_TYPE|STATION_STATUS_CODE|GRID_PLANE|COORDINATE_STATUS_CODE|NORTHING|EASTING|PLANIMETRIC_UNITS|LONGITUDE|LATITUDE|GROUND_ELEVATION|REFERENCE_ELEVATION|ELEVATION_UNITS|REFERENCE_ELEVATION_CODE|TOP_DEPTH|BOTTOM_DEPTH|DEPTH_UNITS|INSTALLATION_DATE|ISINDOMAIN|ISINDOMAIN2|ISINDOMAIN3|AQUIFER|TOP_ELEV|BOTTOM_ELEV
1012952|19|F   33|MONITORING WELL|ABANDONED|UTM||3681536.92|436460|m|-81.6822697497|33.272720465|289.60000000000002|291.5|ft|C|0|0|ft|1957-01-01||True|True|D|291.5|291.5
1012953|19|F   34|MONITORING WELL|ABANDONED|UTM||3681580.59|436585.75|m|-81.6809226316|33.2731217544|280.19999999999999|282.69999999999999|ft|C|0|0|ft|||True|True|D|282.69999999999999|282.69999999999999
1012964|34|FBP  1|MONITORING WELL|ABANDONED|UTM||3682750.62|436173|m|-81.6854368071|33.2836506038|282.30000000000001|285.89999999999998|ft|C|75|105|ft|1983-09-06||False|True|D|210.89999999999998|180.89999999999998
1012965|34|FBP  1A|MONITORING WELL|ACTIVE|UTM||3682745.5|436163.17|m|-81.6855420037|33.2836038414|285.80000000000001|288.10000000000002|ft|S|94|124|ft|1984-05-23||False|True|A|194.10000000000002|164.10000000000002
1012966|34|FBP  2|MONITORING WELL|ABANDONED|UTM||3682842.41|435894.83|m|-81.6884303815|33.2844620031|288.10000000000002|290.10000000000002|ft|C|75|105|ft|1983-08-31||False|True|D|215.10000000000002|185.10000000000002
1012967|34|FBP  2A|MONITORING WELL|ACTIVE|UTM||3682849.09|435881.75|m|-81.6885713129|33.2845214758|287.10000000000002|289.30000000000001|ft|S|120|150|ft|1984-05-17||False|True|A|169.30000000000001|139.30000000000001
1012968|34|FBP  3|MONITORING WELL|ABANDONED|UTM||3682951.63|435955.45|m|-81.6877871464|33.2854507261|290.19999999999999|290.19999999999999|ft|C|75|105|ft|1983-09-02||False|True|D|215.19999999999999|185.19999999999999
1012969|34|FBP  3A|MONITORING WELL|ACTIVE|UTM||3682948.52|435952.32|m|-81.687820538|33.2854224892|291|293|ft|S|120|150|ft|1984-05-15||False|True|A|173|143
27597229|103|SWP202C|MONITORING WELL|ACTIVE|UTM|S|3682123.38|437300.866|m|-81.6732858|33.27805686|264.97000000000003|267.49000000000001|ft|C|100.31999999999999|110.31999999999999|ft|1998-12-15||True|True|C|167.17000000000002|157.17000000000002
27597230|103|SWP301A|MONITORING WELL|ACTIVE|UTM|S|3682146.81|437295.514|m|-81.67334595|33.27826852|268.07999999999998|270.95999999999998|ft|C|187.80000000000001|197.80000000000001|ft|1998-12-09||True|True|A|83.159999999999968|73.159999999999968
